100	10	1000							
0									
0.007	0.001	0.025	0.034	0.023	0.669	0.036	0.007	0.154	0.045
									
													
2	1	6	0.0236	0.0285	0.0334				
2	1	3	0.0206	0.0255	0.0304				
2	1	2	0.0278	0.0325	0.0372				
2	1	3	0.1619	0.1870	0.2121				
2	1	5	0.1799	0.2035	0.2271				
2	1	8	0.5655	0.6163	0.6670				
2	1	5	0.5830	0.6308	0.6785				
2	1	5	0.8112	0.8645	0.9178				
2	1	5	0.8619	0.9025	0.9431				
2	1	5	0.8619	0.9025	0.9431				
2	2	1	0.0236	0.0285	0.0334				
2	2	1	0.1133	0.1403	0.1672				
2	2	1	0.1619	0.1870	0.2121				
2	2	1	0.6213	0.7030	0.7847				
2	2	1	0.5287	0.6175	0.7063				
2	2	1	0.8619	0.9025	0.9431				
2	2	1	0.7410	0.8075	0.8740				
2	2	1	0.7639	0.8265	0.8891				
2	2	1	0.8112	0.8645	0.9178				
2	2	1	0.8619	0.9025	0.9431				
2	3	1	0.0206	0.0255	0.0304				
2	3	4	0.0236	0.0285	0.0334				
2	3	8	0.1530	0.1788	0.2045				
2	3	8	0.1799	0.2035	0.2271				
2	3	8	0.1619	0.1870	0.2121				
2	3	8	0.5655	0.6163	0.6670				
2	3	8	0.6578	0.6888	0.7197				
2	3	8	0.5830	0.6308	0.6785				
2	3	8	0.6191	0.6598	0.7004				
2	3	8	0.8619	0.9025	0.9431				
2	4	6	0.0206	0.0255	0.0304				
2	4	0	0.0236	0.0285	0.0334				
2	4	0	0.1619	0.1870	0.2121				
2	4	3	0.1530	0.1788	0.2045				
2	4	2	0.4742	0.5365	0.5988				
2	4	8	0.6578	0.6888	0.7197				
2	4	3	0.5830	0.6308	0.6785				
2	4	3	0.6191	0.6598	0.7004				
2	4	3	0.6578	0.6888	0.7197				
2	4	3	0.5655	0.6163	0.6670				
2	5	9	0.0206	0.0255	0.0304				
2	5	6	0.0236	0.0285	0.0334				
2	5	4	0.0294	0.0340	0.0386				
2	5	5	0.0278	0.0325	0.0372				
2	5	4	0.0327	0.0370	0.0413				
2	5	8	0.5655	0.6163	0.6670				
2	5	5	0.5830	0.6308	0.6785				
2	5	5	0.8112	0.8645	0.9178				
